oznam_title,contracting_authority_name,oznam_e_auction,estimatedprice,procedure_title,contract_type,contract_sub_type,nuts,gpa,result_e_auction,eu_funds,total_final_value_amount,total_final_value_vat_included,total_final_value_vat_rate,total_final_value_amount_minus_vat
Dodávka didaktických pomôcok pre ZŠ,Štátny inštitút odborného vzdelávania,,7751794.27,Otvorená,Tovary,Kúpa,SK0,true,true,true,8756607.76,true,20,7005286.208000001
Špeciálny zdravotnícky materiál pre intervenčnú radiológiu,Univerzitná nemocnica Martin,,4478880.73,Otvorená,Tovary,Kúpa,SK031,false,true,false,3378162.22,false,,3378162.22
Stavebné a bezpečnostné opatrenia na cestách I. triedy v Žilinskom kraji,Slovenská správa ciest,,10118359.93,Otvorená,Práce,Uskutočnenie prác,SK031,false,false,true,11238423.26,true,20,8990738.608000001
Kŕmne zmesi,Národné poľnohospodárske a potravinárske centrum,,292152.2,Otvorená,Tovary,Kúpa,SK0,true,true,false,275168.8,false,,275168.8
Poskytovanie služieb technickej podpory licenčného softvérového vybavenia Microsoft a súvisiacich špecializovaných služieb,"Sociálna poisťovňa, ústredie",,2766010,Otvorená,Služby,7 - Služby výpočtovej techniky a s nimi súvisiace služby,SK01,true,true,false,3316200,true,20,2652960
"Projekt obnovy lesných porastov - Komposesorát Pavla Majorčíka, s. r. o.","Komposesorát Pavla Majorčíka, s.r.o.",,248955,Otvorená,Služby,27 - Ostatné služby,SK032,false,false,true,255852.52,false,,255852.52
Povinné zmluvné poistenie zodpovednosti za škodu spôsobenú prevádzkou motorových vozidiel. Havarijné poistenie motorových vozidiel.,"Národná diaľničná spoločnosť, a.s.",,428000,Otvorená,Služby,6 - Finančné služby a) poisťovacie služby b) bankové a investičné služby,SK0,true,true,false,427348.72,false,,427348.72
Inovácia výrobného procesu spoločnosti AGA priemyselný park s.r.o.,AGA priemyselný park s.r.o.,,337616.67,Otvorená,Tovary,Kúpa,SK042,false,true,true,304800,false,,304800
Tonery a náplne do tlačiarní,"LESY Slovenskej republiky, štátny podnik",,557100,Otvorená,Tovary,Kúpa,SK,false,true,false,449784,false,,449784
Tonery a náplne do tlačiarní,"LESY Slovenskej republiky, štátny podnik",,557100,Otvorená,Tovary,Kúpa,SK,false,true,false,9643.49,false,,9643.49
Tonery a náplne do tlačiarní,"LESY Slovenskej republiky, štátny podnik",,557100,Otvorená,Tovary,Kúpa,SK,false,true,false,8970.41,false,,8970.41
"Technologická inovácia polygrafickej výroby pre STIKEN, s.r.o.","STIKEN, s.r.o.",,276000,Otvorená,Tovary,Kúpa,SK023,false,true,true,252350,false,,252350
Cisterna,"Letisko Sliač, a.s.",,250000,Otvorená,Tovary,Kúpa,SK032,false,true,false,249900,false,,249900
Poskytovanie upratovacích služieb,"Národná diaľničná spoločnosť, a.s.",,380000,Otvorená,Služby,14,SK031,true,true,false,185280,false,,185280
Elektrofyziologické vyšetrenie srdca.,"Stredoslovenský ústav srdcových a cievnych chorôb, a.s.",,1473968,Otvorená,Tovary,Kúpa,SK032,false,true,false,1473968,false,,1473968
Inteligentný Dopravný a informačný systém ZSSK,"Železničná spoločnosť Slovensko, a.s.",,2700000,Otvorená,Služby,1,SK0,true,true,true,2687999,false,,2687999
Predmetom zákazky je kúpa liekov indikačnej skupiny - ANTIBIOTIKÁ PROTI MIKROBIÁLNYM A VÍRUSOVÝM INFEKCIÁM - Látky ničiace baktérie na systémové použitie.,Fakultná nemocnica s poliklinikou F.D. Roosevelta Banská Bystrica,,592107.08,Otvorená,Tovary,Kúpa,SK032,true,true,false,681545.5303,true,10,613390.97727
"Komunikačno-informačná kampaň k ROP, OP BK, IROP, PRV SR, OP RH, Programu CS a Programu spolupráce a Značky kvality SK ,",Ministerstvo pôdohospodárstva a rozvoja vidieka Slovenskej republiky,,800000,Otvorená,Služby,13 - Reklamné služby,SK,true,false,true,800000,false,,800000
"Nákup žrebovacích strojov, žrebovacích loptičiek a súvisiacich služieb","TIPOS, národná lotériová spoločnosť, a. s.",,530000,Otvorená,Tovary,Kúpa,SK,false,false,false,478250,false,,478250
Údržba zelene a služby s tým spojené na pozemkoch vo vlastnístve a v správe hlavného mesta Slovenskej republiky Bratislavy.,Hlavné mesto SR Bratislava,,5825000,Otvorená,Služby,27,SK01,false,true,false,1519764,false,,1519764
Magnetická rezonancia,"NsP Sv. Jakuba, n.o., Bardejov",,713136.67,Otvorená,Tovary,Kúpa,SK041,true,true,false,667024,false,,667024
"Dodanie a implementácia dátového úložiska do infraštruktúry MH SR, migrácia dát a podpora prevádzky používateľa",Ministerstvo hospodárstva Slovenskej republiky,,520000,Otvorená,Tovary,Kúpa,SK010,false,true,false,334800,true,20,267840
Informačný systém Elektronického preukazu poistenca,Národné centrum zdravotníckych informácií,,11550000,Otvorená,Služby,7 - Služby výpočtovej techniky a s nimi súvisiace služby,SK010,true,true,true,17813500,true,20,14250800
Zabezpečenie stravovacích služieb formou stravovacích poukážok,Hlavné mesto SR Bratislava,,3077167,Otvorená,Služby,17,SK010,true,true,false,3077167,false,,3077167
Personálny autorizačný systém ÚPSVAR,"Ústredie práce, sociálnych vecí a rodiny",,2072000,Otvorená,Služby,7 - Služby výpočtovej techniky a s nimi súvisiace služby,SK,true,false,false,2477714,true,20,1982171.2000000002
Špeciálny zdravotnícky materiál pre intervenčnú rádiologickú liečbu so zameraním na stentgrafty a hustopletené stenty vrátane príslušenstva,"Národný ústav srdcových a cievnych chorôb, a.s.",,8451723.6,Otvorená,Tovary,Kúpa,SK01,true,true,false,8047311.6,false,,8047311.6
Príprava hybridómov produkujúcich špecifické protilátky proti biomarkerom a ďalších komponentov diagnostickej platformy a syntéza peptidových knižníc,BioScience Slovakia s.r.o.,,450500,Otvorená,Služby,8,SK01,false,false,true,513600,true,20,410880
"Pomocné výskumné služby pre projekt pozostávajúce z kalibrácie, technických meraní, výskum oslnenia, výskum podmienok pre stanovenie udržiavacieho činiteľa","OMS, spol. s r.o.",,265000,Otvorená,Služby,8,SK02,false,false,true,262300,false,,262300
Obilný kombajn,AGROPODNIK SLAMOZ spol. s r.o.,,542912,Otvorená,Tovary,Kúpa,SK042,false,true,true,541000,false,,541000
Dodávka komplexného riešenia ochrany citlivých dátových aktív,"Úrad geodézie, kartografie a katastra SR",,650000,Otvorená,Služby,11 - Poradenské služby v oblasti riadenia a s nimi súvisiace služby,SK010,true,true,false,982800,true,20,786240
Dodávka elektrickej energie pre objekty UMB v Banskej Bystrici na rok 2015.,Univerzita Mateja Bela v Banskej Bystrici,,470000,Otvorená,Tovary,Kúpa,SK032,false,true,false,470000,false,,470000
Rozšírenie infraštruktúry IKT a modernizácia vnútorného vybavenia učební na UMB v Banskej Bystrici,Univerzita Mateja Bela v Banskej Bystrici,,1765633.56,Otvorená,Tovary,Kúpa,SK032,false,true,true,1569840,true,20,1255872
PZ Nitra Mlynárce - napojenie na R1 - 2. a 4.etapa,"MH Invest, s.r.o.",,10402061.2,Otvorená,Práce,Uskutočnenie prác,SK023,false,false,false,6640000,true,20,5312000
Nákup nízkopodlažných elektrobusov,"Dopravný podnik mesta Košice, akciová spoločnosť",,15350000,Otvorená,Tovary,Kúpa,SK042,true,true,true,3780000,false,,3780000
Nákup nízkopodlažných elektrobusov,"Dopravný podnik mesta Košice, akciová spoločnosť",,15350000,Otvorená,Tovary,Kúpa,SK042,true,true,true,12600000,false,,12600000
Nákup asfaltových zmesí - asfaltový betón.,Regionálna správa a údržba ciest Nitra a.s.,,658677,Otvorená,Tovary,Kúpa,SK,true,true,false,543600,false,,543600
Náboje na športové účely.,Ministerstvo vnútra Slovenskej republiky,,733200,Otvorená,Tovary,Kúpa,SK,true,false,false,795990,false,,795990
Spoločné obstarávanie elektrickej energie,Regionálne združenie miest a obcí RUDOHORIE (RZMOR),,700507,Otvorená,Tovary,Kúpa,SK042,false,true,false,128141.95,false,,128141.95
Poistenie majetku Prešovskej univerzity,Prešovská univerzita v Prešove - Rektorát,,465554.19,Otvorená,Služby,6,SK041,false,false,false,2169.26,true,20,1735.4080000000004
Poistenie majetku Prešovskej univerzity,Prešovská univerzita v Prešove - Rektorát,,465554.19,Otvorená,Služby,6,SK041,false,false,false,4231.48,true,20,3385.1839999999997
Poistenie majetku Prešovskej univerzity,Prešovská univerzita v Prešove - Rektorát,,465554.19,Otvorená,Služby,6,SK041,false,false,false,300318.87,true,20,240255.09600000002
Poistenie majetku Prešovskej univerzity,Prešovská univerzita v Prešove - Rektorát,,465554.19,Otvorená,Služby,6 - Finančné služby a) poisťovacie služby b) bankové a investičné služby,SK041,false,false,false,14830,true,20,11864
Vzduchové filtre,"Jadrová a vyraďovacia spoločnosť, a.s.",,878466,Otvorená,Tovary,Kúpa,SK021,true,true,false,819635,false,,819635
Výber poskytovateľa zdravotnej starostlivosti v oblasti komplexných preventívnych lekárskych prehliadok.,NÁRODNÁ BANKA SLOVENSKA,,360000,Otvorená,Služby,25 - Zdravotnícke a sociálne služby,SK010,true,false,false,360000,false,,360000
Služby technickej podpory ORACLE,"Slovenský plynárenský priemysel, akciová spoločnosť",,450000,Otvorená,Služby,7,SK0,false,true,false,295995,false,,295995
Lieky a zdravotné pomôcky,Národný endokrinologický a diabetologický ústav n.o.,,500000,Otvorená,Tovary,Kúpa,SK031,false,true,false,54853.76,true,10,49368.384000000005
Hygienické a socializačné potreby,Metodicko-pedagogické centrum,,780311.59,Otvorená,Tovary,Kúpa,SK0,true,true,true,931000,true,20,744800
Nemocničné postele a nočné stolíky pre FNsP Nové Zámky,Fakultná nemocnica s poliklinikou Nové Zámky,,416200,Otvorená,Tovary,Kúpa,SK,false,true,false,411903.333,false,,411903.333
Dodávka zemného plynu pre objekty UMB v Banskej Bystrici na rok 2015,Univerzita Mateja Bela v Banskej Bystrici,,630000,Otvorená,Tovary,Kúpa,SK032,false,true,false,553600,false,,553600
Elektronizácia služieb mesta Brezno,Mesto Brezno,,994686.2,Otvorená,Služby,7,SK032,false,false,true,588000,false,,588000
Zriadenie a prevádzka Hlasovej virtuálnej privátnej siete,Finančné riaditeľstvo Slovenskej republiky,,4000000,Otvorená,Služby,5,SK0,true,false,false,4000000,false,,4000000
Dodávka aktívnych prvkov siete LAN (EVO).,Slovenská akadémia vied (SAV),,430000,Otvorená,Tovary,Kúpa,SK010,true,true,true,398000,false,,398000
"Inovácie technologických celkov v pekárni BFZ TRIO, s.r.o.","BFZ TRIO, s.r.o.",,265933,Otvorená,Tovary,Kúpa,SK042,false,true,true,265833,false,,265833
"Dodávka nových midibusov v mestskom vyhotovení, kategória M3, trieda I. a A","Dopravný podnik mesta Prešov, akciová spoločnosť",,660000,Otvorená,Tovary,Kúpa,SK,true,true,false,399960,false,,399960
"Dodávka nových midibusov v mestskom vyhotovení, kategória M3, trieda I. a A","Dopravný podnik mesta Prešov, akciová spoločnosť",,660000,Otvorená,Tovary,Kúpa,SK,true,true,false,599940,false,,599940
Krátke guľové zbrane s úplným príslušenstvom,Ministerstvo vnútra Slovenskej republiky,,34122816,Otvorená,Tovary,Kúpa,SK,true,true,false,22922648.5,false,,22922648.5
Malé 5-osé obrábacie centrum,"MASAM, s.r.o.",,332800,Otvorená,Tovary,Kúpa,SK023,true,true,true,332500,false,,332500
Nákup inovatívnych technológií.,"Rokus, s.r.o.",,304821,Otvorená,Tovary,Kúpa,SK041,false,true,true,301931,false,,301931
Zvýšenie konkurencieschopnosti a zamestnanosti,BK KOVOTRADE s.r.o.,,151000,Otvorená,Tovary,Kúpa,SK032,false,true,true,166000,true,20,132800
Slovenská infraštruktúra pre vysokovýkonné počítanie (SIVVP),Technická univerzita v Košiciach,,710438,Otvorená,Tovary,Kúpa,SK,false,true,true,606774,true,20,485419.2
Stravné poukážky pre zamestnancov organizácií rezortu MPSVR SR,"Ministerstvo práce, sociálnych vecí a rodiny Slovenskej republiky",,8526695,Otvorená,Služby,17,SK0,true,false,true,2318520.69,true,20,1854816.5520000001
Stravné poukážky pre zamestnancov organizácií rezortu MPSVR SR,"Ministerstvo práce, sociálnych vecí a rodiny Slovenskej republiky",,8526695,Otvorená,Služby,17 - Hotelové a reštauračné služby,SK0,true,false,true,2394874.15,true,20,1915899.32
Stravné poukážky pre zamestnancov organizácií rezortu MPSVR SR,"Ministerstvo práce, sociálnych vecí a rodiny Slovenskej republiky",,8526695,Otvorená,Služby,17,SK0,true,false,true,295148.92,true,20,236119.136
Stravné poukážky pre zamestnancov organizácií rezortu MPSVR SR,"Ministerstvo práce, sociálnych vecí a rodiny Slovenskej republiky",,8526695,Otvorená,Služby,17,SK0,true,false,true,60970.47,true,20,48776.376000000004
Stravné poukážky pre zamestnancov organizácií rezortu MPSVR SR,"Ministerstvo práce, sociálnych vecí a rodiny Slovenskej republiky",,8526695,Otvorená,Služby,17 - Hotelové a reštauračné služby,SK0,true,false,true,531362.2,true,20,425089.76
Stravné poukážky pre zamestnancov organizácií rezortu MPSVR SR,"Ministerstvo práce, sociálnych vecí a rodiny Slovenskej republiky",,8526695,Otvorená,Služby,17,SK,true,false,true,8526695,false,,8526695
Dodávka samopalov taktického kalibru 9 mm Luger,Ministerstvo vnútra Slovenskej republiky,,900000,Otvorená,Tovary,Kúpa,SK03,true,true,false,802000,false,,802000
"Infúzne roztoky pre potreby VÚSCH, a.s.","Východoslovenský ústav srdcových a cievnych chorôb, a.s.",,683260.7273,Otvorená,Tovary,Kúpa,SK042,true,true,false,9409.76,true,10,8468.784
"Infúzne roztoky pre potreby VÚSCH, a.s.","Východoslovenský ústav srdcových a cievnych chorôb, a.s.",,683260.7273,Otvorená,Tovary,Kúpa,SK042,true,true,false,286161.4546,false,,286161.4546
CNC centrum na obrábanie rozmerovo náročných obrobkov,Mepp s.r.o.,,245250,Otvorená,Tovary,Kúpa,SK023,true,true,true,244600,false,,244600
Nákup pohonných hmôt a súvisiacich služieb,"Solar 2009, a.s.",,165000000,Užšia súťaž,Tovary,Kúpa,SK,false,true,false,164184466.67,false,,164184466.67
Komplexná technická infraštruktúra,"Špecializovaná nemocnica sv.Svorada Zobor, n.o.",,348570,Otvorená,Tovary,Kúpa,SK023,true,true,true,149655.03,false,,149655.03
"ISPA Prešov, s. r. o. – inovácia výroby rezaním vodným lúčom","ISPA Prešov, s.r.o.",,268500,Otvorená,Tovary,Kúpa,SK041,false,true,true,267006,false,,267006
"Srdcové stimulátory, časti a príslušenstvo srdcových stimulátorov",Fakultná nemocnica s poliklinikou Žilina,,313318.18,Otvorená,Tovary,Kúpa,SK031,false,true,false,325385.73,true,10,292847.157
Zvýšenie konkurencieschopnosti výrobnej prevádzky ZGH Myjava prostredníctvom inovácií a technologických transferov,"ZGH, s.r.o.",,170000,Otvorená,Tovary,Kúpa,SK022,false,false,true,170225,false,,170225
Trojnožové rezacie zariadenie,"K A S I C O, a. s.",,207200,Otvorená,Tovary,Kúpa,SK01,false,true,true,123000,false,,123000
Lieky ATC skupiny B02BD02,"Všeobecná zdravotná poisťovňa, a.s.",,1575000,Otvorená,Tovary,Kúpa,SK0,true,false,false,1090414.82,false,,1090414.82
Lieky ATC skupiny B02BD02,"Všeobecná zdravotná poisťovňa, a.s.",,1575000,Otvorená,Tovary,Kúpa,SK0,true,true,false,1575000,false,,1575000
Lieky ATC skupiny B02BD02,"Všeobecná zdravotná poisťovňa, a.s.",,1575000,Otvorená,Tovary,Kúpa,SK0,true,false,false,478261.97,false,,478261.97
Špeciálny zdravotný materiál pre invazívnu a intervenčnú kardiológiu,"Stredoslovenský ústav srdcových a cievnych chorôb, a.s.",,32421215.3,Otvorená,Tovary,Kúpa,SK032,false,true,false,29408221.48,false,,29408221.48
Linka na výrobu peliet,Eco energy s.r.o.,,343680,Otvorená,Tovary,Kúpa,SK021,false,false,true,335627,false,,335627
Zvýšenie konkurencieschopnosti spoločnosti ZIN s.r.o. zavedením inovatívnej technológie do výroby,ZIN s.r.o.,,235000,Otvorená,Tovary,Kúpa,SK032,false,true,true,103606,false,,103606
Dodávka motorovej nafty,"Železničná spoločnosť Cargo Slovakia, a.s.",,61548000,Otvorená,Tovary,Kúpa,SK0,true,true,false,61548000,false,,61548000
Dodávka elektrickej energie a plynu.,Gréckokatolícke arcibiskupstvo Prešov,,1107000,Otvorená,Tovary,Kúpa,SK,false,true,false,517844,false,,517844
Rezací previnovací stroj,"Obalprint, a.s.",,150000,Otvorená,Tovary,Kúpa,SK032,true,true,true,148000,false,,148000
Brachyterapeutický ožarovací prístroj s plánovacím systémom pre potreby Onkologickej kliniky Fakultnej nemocnice s poliklinikou F. D. Roosevelta Banská Bystrica,Fakultná nemocnica s poliklinikou F.D. Roosevelta Banská Bystrica,,281815,Otvorená,Tovary,Nákup na splátky,SK032,true,true,false,283068,true,20,226454.40000000002
Nákup súčastí zvodidiel NH4.,"Národná diaľničná spoločnosť, a.s.",,2500000,Otvorená,Tovary,Kúpa,SK0,true,true,false,305926.9,false,,305926.9
Nákup súčastí zvodidiel NH4.,"Národná diaľničná spoločnosť, a.s.",,2500000,Otvorená,Tovary,Kúpa,SK0,true,true,false,41518.5,false,,41518.5
Nákup súčastí zvodidiel NH4.,"Národná diaľničná spoločnosť, a.s.",,2500000,Otvorená,Tovary,Kúpa,SK0,true,true,false,2500000,false,,2500000
Padákový materiál a príslušenstvo,Ministerstvo obrany Slovenskej republiky -  Akvizičná agentúra,,2538748,Otvorená,Tovary,Kúpa,SK,true,true,false,2537666,false,,2537666
Padákový materiál a príslušenstvo,Ministerstvo obrany Slovenskej republiky -  Akvizičná agentúra,,2538748,Otvorená,Tovary,Kúpa,SK,true,true,false,465395.04,true,20,372316.032
Obstaranie novej technológie,"Champion Food, s.r.o.",,293900,Otvorená,Tovary,Kúpa,SK022,false,true,true,293450,false,,293450
Automatická linka na rezanie skla,Stanislav Vančo- VAK izolačné a dizajnové sklá,,330200,Otvorená,Tovary,Kúpa,SK023,true,false,true,330200,false,,330200
Poskytovanie služieb pre prevádzku a údržbu informačných systémov Mesta Prešov,Mesto Prešov,,480000,Otvorená,Služby,7,SK041,true,false,false,536560.08,true,20,429248.064
Originálne tonery a tonerové náplne,Ministerstvo kultúry Slovenskej republiky,,1433000,Otvorená,Tovary,Kúpa,SK0,true,true,false,1199989,true,20,959991.2000000001
Autobusová mediálna kampaň,"Ústredie práce, sociálnych vecí a rodiny",,168560,Otvorená,Služby,26,SK,true,false,false,198085,true,20,158468
Odporová zváračka na lemovanie roštov,"JEV - ROŠT AJ, s.r.o. Humenné",,180000,Otvorená,Tovary,Kúpa,SK041,false,true,true,180000,false,,180000
"Revitalizácia zdroja chladu pre izbovú časť bloku D budovy Národného ústavu srdcových a cievnych chorôb, a.s. Bratislava.","Národný ústav srdcových a cievnych chorôb, a.s.",,440000,Otvorená,Tovary,Nákup na splátky,SK01,true,true,false,404990,false,,404990
Mäso a mäsové výrobky,Fakultná nemocnica s poliklinikou J. A. Reimana v Prešove,,274637.88,Otvorená,Tovary,Kúpa,SK041,true,true,false,233884.32,true,20,187107.456
Mäso a mäsové výrobky,Fakultná nemocnica s poliklinikou J. A. Reimana v Prešove,,274637.88,Otvorená,Tovary,Kúpa,SK041,true,true,false,26846.43,true,20,21477.144
Stravné poukážky,"Jadrová a vyraďovacia spoločnosť, a.s.",,2258382,Otvorená,Služby,17 - Hotelové a reštauračné služby,SK021,true,true,false,2218413,false,,2218413
Poistenie majetku Dátového centra,Centrum vedecko-technických informácií SR,,163140,Otvorená,Služby,6,SK0,true,true,false,76130.3,false,,76130.3
Poľné rovnošaty,Ministerstvo obrany Slovenskej republiky -  Akvizičná agentúra,,4000000,Otvorená,Tovary,Kúpa,SK,true,true,false,4000000,false,,4000000
Nedeštruktívne skúšky pre potreby systému hospodárenia s vozovkami (SHV) cestné ťahy.,Slovenská správa ciest,,600000,Otvorená,Služby,12,SK0,true,false,false,715200,true,20,572160
Lieky a liečivá.,Detská fakultná nemocnica s poliklinikou Banská Bystrica,,1965605.54,Otvorená,Tovary,Kúpa,SK032,false,true,false,1965605.54,false,,1965605.54
Pracovná zdravotná služba,"SLOVENSKÝ VODOHOSPODÁRSKY PODNIK, štátny podnik",,498000,Otvorená,Služby,25 - Zdravotnícke a sociálne služby,SK,true,false,false,497412,false,,497412
Vysekávacie CNC centrum,"TECHNOV, s.r.o.",,223950,Otvorená,Tovary,Kúpa,SK023,true,true,true,268100,true,20,214480
Obstaranie inovatívnej technológie pre projekt - EUROFIMA 2015 – Zvýšenie efektívnosti výrobných procesov,"EUROFIMA, s.r.o.",,221613.54,Otvorená,Tovary,Kúpa,SK022,false,true,true,198425,false,,198425
Zvýšenie kvality výroby a konkurencieschopnosti v pekárni Ing. Ondrej Jackulík - PEKÁREŇ,Ing. Ondrej Jackulík – PEKÁREŇ,,263247,Otvorená,Tovary,Kúpa,SK031,false,true,true,263142,false,,263142
"Zvýšenie konkurencieschopnosti spoločnosti ESTE, spol. s r.o. prostredníctvom obstarania inovatívnych technológií","ESTE, spol. s r.o.",,208700,Otvorená,Tovary,Kúpa,SK032,false,true,true,255120,true,20,204096
Prenájom prenosných drevených bariér,"Národná diaľničná spoločnosť, a.s.",,500000,Otvorená,Tovary,Prenájom,SK041,true,true,false,469040,false,,469040
Prenájom prenosných drevených bariér,"Národná diaľničná spoločnosť, a.s.",,500000,Otvorená,Tovary,Prenájom,SK041,true,true,false,60060,false,,60060
Nemocničné lôžka vrátane príslušenstva,Ústredná vojenská nemocnica SNP Ružomberok - fakultná nemocnica,,1000000,Otvorená,Tovary,Kúpa,SK031,false,true,false,839000,false,,839000
"Motorová nafta, benzín UNI 95 s dovozom do benkalorov.",Regionálna správa a údržba ciest Nitra a.s.,,1660000,Otvorená,Tovary,Kúpa,SK023,true,true,false,1457000,false,,1457000
Dodanie a inštalácia high-tech technológií,PROFiber Networking s.r.o.,,153497.07,Otvorená,Tovary,Kúpa,SK021,false,false,true,149050,false,,149050
Lesy lesného družstva Slavošovce poškodené podkôrnym hmyzom a obnova lesných ekosystémov postihnutých veternou kalamitou Žofia,Lesné družstvo Slavošovce,,990517.33,Otvorená,Služby,27,SK042,false,false,true,990370.81,false,,990370.81
Dodávka elektrickej energie,Fakultná nemocnica Trenčín,,251220,Otvorená,Tovary,Kúpa,SK022,false,true,false,275340,true,20,220272
Striekacia linka na povrchovú úpravu kovových a nekovových výrobkov práškovou farbou.,"ABRA automatické brány, s.r.o.",,285000,Otvorená,Tovary,Kúpa,SK042,false,true,true,286000,false,,286000
Dodávka elektrickej energie a prevzatie záruky za odchýlku,Služby mesta Piešťany,,545000,Otvorená,Tovary,Kúpa,SK02,false,true,false,479723.117,false,,479723.117
Nákup inovatívnej a vyspelej technológie.,"Xepap, spol. s r.o.",,227000,Otvorená,Tovary,Kúpa,SK032,false,true,true,226246,false,,226246
Stavebné a bezpečnostné opatrenia na cestách I.tried v Košickom kraji,Slovenská správa ciest,,39740000,Otvorená,Práce,Uskutočnenie prác,SK042,true,false,true,37280444.0752,false,,37280444.0752
Ubytovacie služby SF,Slovenská filharmónia,,300000,Otvorená,Služby,17 - Hotelové a reštauračné služby,SK010,false,false,false,300000,false,,300000
Obstaranie produktívnych technológií,"ANTEC, s. r. o.",,273808,Otvorená,Tovary,Kúpa,SK022,false,true,true,273608,false,,273608
Olepovačka hrán,Jozef Korba,,98000,Otvorená,Tovary,Kúpa,SK042,false,true,true,95410,false,,95410
Stavebná mechanizácia - nakladače,Správa a údržba ciest Prešovského samosprávneho kraja,,200000,Otvorená,Tovary,Kúpa,SK041,true,true,false,181833.33,false,,181833.33
Obstaranie CNC zariadenia na obrábanie hliníka,"Slovak business company, s.r.o.",,186000,Otvorená,Tovary,Kúpa,SK031,false,true,true,186900,false,,186900
Špeciálny zdravotnícky materiál pre pracovisko intervenčnej rádiológie.,"Stredoslovenský ústav srdcových a cievnych chorôb, a.s.",,23413278.9,Otvorená,Tovary,Kúpa,SK032,false,true,false,16911173.3,false,,16911173.3
Tonery,Slovenská technická univerzita v Bratislave - Rektorát,,400000,Otvorená,Tovary,Kúpa,SK010,true,true,true,394999,true,20,315999.2
Tonery,Slovenská technická univerzita v Bratislave - Rektorát,,400000,Otvorená,Tovary,Kúpa,SK010,true,true,true,38085.54,true,20,30468.432
Tonery,Slovenská technická univerzita v Bratislave - Rektorát,,400000,Otvorená,Tovary,Kúpa,SK010,true,true,true,38705.8,true,20,30964.640000000003
Tonery,Slovenská technická univerzita v Bratislave - Rektorát,,400000,Otvorená,Tovary,Kúpa,SK010,true,true,true,50505.06,true,20,40404.048
Tonery,Slovenská technická univerzita v Bratislave - Rektorát,,400000,Otvorená,Tovary,Kúpa,SK010,true,true,true,26366.74,true,20,21093.392000000003
VYBAVENIE LABORATÓRIA KONŠTRUKCIÍ POZEMNÝCH STAVIEB,Slovenská technická univerzita v Bratislave - Rektorát,,507066.67,Otvorená,Tovary,Kúpa,SK010,true,true,true,311690,true,20,249352
Zabezpečenie služieb súvisiacich s nákupom a dodávkou elektriny a plynu,Ministerstvo vnútra Slovenskej republiky,,267000000,Otvorená,Služby,6 - Finančné služby a) poisťovacie služby b) bankové a investičné služby,SK,true,true,false,7191773,false,,7191773
Zabezpečenie služieb súvisiacich s nákupom a dodávkou elektriny a plynu,Ministerstvo vnútra Slovenskej republiky,,267000000,Otvorená,Služby,6,SK,true,true,false,7218137,false,,7218137
Zabezpečenie služieb súvisiacich s nákupom a dodávkou elektriny a plynu,Ministerstvo vnútra Slovenskej republiky,,267000000,Otvorená,Služby,6,SK,true,true,false,625535,false,,625535
Zabezpečenie služieb súvisiacich s nákupom a dodávkou elektriny a plynu,Ministerstvo vnútra Slovenskej republiky,,267000000,Otvorená,Služby,6,SK0,true,true,false,267000000,false,,267000000
Zabezpečenie služieb súvisiacich s nákupom a dodávkou elektriny a plynu,Ministerstvo vnútra Slovenskej republiky,,267000000,Otvorená,Služby,6,SK,true,true,false,94303.61,false,,94303.61
Prístroje a zariadenia pre fundamentálne štúdium imunomodulačnej aktivity cytokínov,"Univerzita Pavla Jozefa Šafárika v Košiciach, Rektorát",,2380745,Otvorená,Tovary,Kúpa,SK042,true,true,true,2320427.33,false,,2320427.33
Modernizácia a rozšírenie centra zobrazovacích metód,UNIPHARMA PRIEVIDZA - 1.slovenská lekárnická akciová spoločnosť,,1039854,Otvorená,Tovary,Kúpa,SK022,true,true,true,110720000,true,20,88576000
Obstaranie laserového rezacieho zariadenia,Milan Berec,,312018,Otvorená,Tovary,Kúpa,SK023,false,true,true,276100,false,,276100
Stravovanie zamestnancov a študentov UMB BB formou ekonomického prenájmu,Univerzita Mateja Bela v Banskej Bystrici,,564160,Otvorená,Služby,17,SK032,false,false,false,564160,false,,564160
Technológia práškovej lakovne,Reinter s.r.o.,,250807,Otvorená,Tovary,Kúpa,SK041,false,false,true,246000,false,,246000
Dodávka polygrafickej technológie,"FORK, s.r.o.",,296614,Otvorená,Tovary,Kúpa,SK031,false,true,true,286714,false,,286714
Mechanické srdcové chlopne,"Národný ústav srdcových a cievnych chorôb, a.s.",,570440,Otvorená,Tovary,Kúpa,SK01,true,true,false,480051,false,,480051
Nákup nových strojov a zariadení do dielne.,HI-TECH ELEKTRO s.r.o.,,264650,Otvorená,Tovary,Kúpa,SK021,false,true,true,254259,false,,254259
Povrchová úprava kovov,"BILLIK, spol. s r.o.",,323848,Otvorená,Tovary,Kúpa,SK023,false,true,true,323900,false,,323900
Stravovacie služby - Stravné poukážky,"Slovenská konsolidačná, a.s.",,238000,Otvorená,Služby,17,SK,false,true,false,238000,false,,238000
Zahrievacia a formovacia jednotka,"Tandem plus crc, s.r.o.",,60900,Otvorená,Tovary,Kúpa,SK042,false,true,true,55200,false,,55200
Olepovačka hrán,"Tandem plus crc, s.r.o.",,102000,Otvorená,Tovary,Kúpa,SK042,false,true,true,96150,false,,96150
