oznam_title,contracting_authority_name,oznam_e_auction,estimatedprice,procedure_title,contract_type,contract_sub_type,nuts,gpa,result_e_auction,eu_funds,total_final_value_amount,total_final_value_vat_included,total_final_value_vat_rate,total_final_value_amount_minus_vat
Obstaranie techniky pre porez a spracovanie guľatiny na hotové rezivo,PKM HRIŇOVÁ s.r.o.,,284965,Otvorená,Tovary,Kúpa,SK032,false,true,true,284965,false,,284965
Rozšírenie výrobných kapacít a zvýšenie konkurencieschopnosti spoločnosti zavedením moderných technológií pre priemyselné strihanie a šitie,"Automotive Group SK, s.r.o.",,269758,Otvorená,Tovary,Kúpa,SK021,true,true,true,270000,false,,270000
Spotrebný materiál pre výskum UK,Univerzita Komenského v Bratislave,,364000,Otvorená,Tovary,Kúpa,SK01,true,true,true,363066.06,false,,363066.06
Spotrebný materiál pre výskum UK,Univerzita Komenského v Bratislave,,364000,Otvorená,Tovary,Kúpa,SK01,true,false,true,344002.94,false,,344002.94
Dodávka a inštalácia produkčných rýchlotlačiarní vrátane poskytovania súvisiacich služieb,"Sociálna poisťovňa, ústredie",,750000,Otvorená,Tovary,Kúpa,SK01,false,true,false,888360,true,20,710688
Obnova lesa - lesopestovné činnosti Liptovská Sielnica,Pozemkové spoločenstvo urbariátu v Liptovskej Sielnici,,294143.8,Otvorená,Služby,27 - Ostatné služby,SK031,false,false,true,294184.7,false,,294184.7
Dodanie originálnych náplní do tlačiarenských zariadení v rezorte MPSVR SR.,"Ministerstvo práce, sociálnych vecí a rodiny Slovenskej republiky",,3740376.07,Otvorená,Tovary,Kúpa,SK0,true,true,true,230585.46,false,,230585.46
Dodanie originálnych náplní do tlačiarenských zariadení v rezorte MPSVR SR.,"Ministerstvo práce, sociálnych vecí a rodiny Slovenskej republiky",,3740376.07,Otvorená,Tovary,Kúpa,SK0,true,true,true,4488451.278,true,20,3590761.0224
Dodanie originálnych náplní do tlačiarenských zariadení v rezorte MPSVR SR.,"Ministerstvo práce, sociálnych vecí a rodiny Slovenskej republiky",,3740376.07,Otvorená,Tovary,Kúpa,SK0,true,true,true,404965.08,false,,404965.08
Dodanie originálnych náplní do tlačiarenských zariadení v rezorte MPSVR SR.,"Ministerstvo práce, sociálnych vecí a rodiny Slovenskej republiky",,3740376.07,Otvorená,Tovary,Kúpa,SK0,true,true,true,258250.8,false,,258250.8
Poistenie majetku financovaného z prostriedkov EÚ-2 (EVO),Slovenská akadémia vied (SAV),,650000,Otvorená,Služby,6,SK0,true,false,true,,false,,
Dodávka zemného plynu pre Finančné riaditeľstvo SR,Finančné riaditeľstvo Slovenskej republiky,,2550000,Otvorená,Tovary,Kúpa,SK0,true,true,false,2846900,true,20,2277520
Zabezpečenie leteniek a služieb spojených s leteckou prepravou osôb do zahraničia,Ministerstvo kultúry Slovenskej republiky,,650000,Otvorená,Služby,3,SK0,true,false,false,650000,true,20,520000
CNC 5-osé obrábacie centrum,"Tandem plus crc, s.r.o.",,142500,Otvorená,Tovary,Kúpa,SK042,false,true,true,133000,false,,133000
Nákup technológií - 5-osé CNC obrábacie centrum,"MTS, spol. s r.o.",,135915,Otvorená,Tovary,Kúpa,SK031,false,true,true,163140,true,20,130512
NÁKUP PHM NA PALIVOVÉ KARTY,Ministerstvo vnútra Slovenskej republiky,,11250000,Otvorená,Tovary,Kúpa,SK0,true,true,false,11250000,false,,11250000
Dodávka a montáž technológie do výroby GaAs kryštálov.,"CMK, s.r.o.",,315000,Otvorená,Tovary,Kúpa,SK032,true,false,true,289550,false,,289550
Služby súvisiace s ťažbou dreva 2015-2017,"Mestské lesy Bardejov, s. r. o.",,810000,Otvorená,Služby,27,SK,false,false,false,40894.17,false,,40894.17
Služby súvisiace s ťažbou dreva 2015-2017,"Mestské lesy Bardejov, s. r. o.",,810000,Otvorená,Služby,27,SK,false,false,false,46039.23,false,,46039.23
Služby súvisiace s ťažbou dreva 2015-2017,"Mestské lesy Bardejov, s. r. o.",,810000,Otvorená,Služby,27,SK,false,false,false,31912.65,false,,31912.65
Služby súvisiace s ťažbou dreva 2015-2017,"Mestské lesy Bardejov, s. r. o.",,810000,Otvorená,Služby,27 - Ostatné služby,SK,false,false,false,34237.79,false,,34237.79
Služby súvisiace s ťažbou dreva 2015-2017,"Mestské lesy Bardejov, s. r. o.",,810000,Otvorená,Služby,27,SK,false,false,false,810000,false,,810000
Zimná údržba komunikácií,Staromestská a.s.,,369445,Otvorená,Služby,16,SK010,true,true,false,443027.6,true,20,354422.08
"Posilnenie konkurencieschopnosti prostredníctvom nových inovatívnych zariadení v spoločnosti IMO-CRANE, s.r.o.","IMO-CRANE, s.r.o.",,150234,Otvorená,Tovary,Kúpa,SK042,false,true,true,118700,true,20,94960
Obstaranie moderného páliaceho stroja,"ZAMAZ, spol. s r.o.",,166557,Otvorená,Tovary,Kúpa,SK041,false,true,true,166557,false,,166557
Stavebný dozor pre projekt: Dobšiná - kanalizácia a ČOV,Mesto Dobšiná,,219000,Otvorená,Služby,12,SK042,false,true,true,81398.4,true,20,65118.72
Nárezové centrum,Jozef Korba,,134900,Otvorená,Tovary,Kúpa,SK042,false,true,true,129800,false,,129800
Informačno - komunikačné technológie a súvisiace služby pre Technickú univerzitu v Košiciach - INFRA5,Technická univerzita v Košiciach,,902733.33,Užšia súťaž,Tovary,Kúpa,SK042,true,true,true,1079772,true,20,863817.6000000001
Zemný plyn,"Národný ústav tuberkulózy, pľúcnych chorôb a hrudníkovej chirurgie Vyšné Hágy",,461416.03,Otvorená,Tovary,Kúpa,SK041,false,true,false,476080.65,true,20,380864.52
Výskumná infraštruktúra a prístrojové vybavenie pre vybudovanie Centra pre testovanie kvality a diagnostiku materiálov TnUAD,Trenčianska univerzita Alexandra Dubčeka v Trenčíne,,12171582.22,Otvorená,Tovary,Kúpa,SK022,true,true,true,14590980,true,20,11672784
Zabezpečenie leteckej prepravy osôb pri zahraničných a tuzemských pracovných cestách,Ministerstvo pôdohospodárstva a rozvoja vidieka Slovenskej republiky,,1652315,Otvorená,Služby,3,SK0,true,true,true,1652315,false,,1652315
Zabezpečenie leteckej prepravy osôb pri zahraničných a tuzemských pracovných cestách,Ministerstvo pôdohospodárstva a rozvoja vidieka Slovenskej republiky,,1652315,Otvorená,Služby,3,SK0,true,true,true,87928.5,true,20,70342.8
Zabezpečenie leteckej prepravy osôb pri zahraničných a tuzemských pracovných cestách,Ministerstvo pôdohospodárstva a rozvoja vidieka Slovenskej republiky,,1652315,Otvorená,Služby,3 - Letecká osobná a nákladná doprava s výnimkou prepravy poštových zásielok,SK01,true,false,true,63839.24,true,20,51071.392
Zabezpečenie leteckej prepravy osôb pri zahraničných a tuzemských pracovných cestách,Ministerstvo pôdohospodárstva a rozvoja vidieka Slovenskej republiky,,1652315,Otvorená,Služby,3,SK0,true,true,true,87161.29,true,20,69729.03199999999
Zabezpečenie leteckej prepravy osôb pri zahraničných a tuzemských pracovných cestách,Ministerstvo pôdohospodárstva a rozvoja vidieka Slovenskej republiky,,1652315,Otvorená,Služby,3 - Letecká osobná a nákladná doprava s výnimkou prepravy poštových zásielok,SK01,true,false,true,116794.85,true,20,93435.88
Zabezpečenie leteckej prepravy osôb pri zahraničných a tuzemských pracovných cestách,Ministerstvo pôdohospodárstva a rozvoja vidieka Slovenskej republiky,,1652315,Otvorená,Služby,3,SK0,true,false,true,109996.97,true,20,87997.576
Služby mediálnej agentúry,"Slovenský plynárenský priemysel, akciová spoločnosť",,1320000,Otvorená,Služby,13,SK0,false,true,false,1320000,false,,1320000
Služby mediálnej agentúry,"Slovenský plynárenský priemysel, akciová spoločnosť",,1320000,Otvorená,Služby,13 - Reklamné služby,SK0,false,true,false,97619.63,false,,97619.63
Služby mediálnej agentúry,"Slovenský plynárenský priemysel, akciová spoločnosť",,1320000,Otvorená,Služby,13 - Reklamné služby,SK0,false,true,false,38711.66,false,,38711.66
Rozšírenie a zefektívnenie separovaného zberu komumálnych odpadov v meste Považská Bystrica a integrovaných častiach -technická časť,Mesto Považská Bystrica,,1440021.92,Otvorená,Tovary,Kúpa,SK022,false,true,true,1698300.01,true,20,1358640.0080000001
Obstaranie inovatívnych technológií,Alojz Kuchar,,285000,Otvorená,Tovary,Kúpa,SK031,false,true,true,284900,false,,284900
Obstaranie technológie na separovaný zber odpadu.,Obec Kostolné Kračany,,450000,Otvorená,Tovary,Kúpa,SK021,false,true,true,537240,true,20,429792
Monitorovanie vybraných prvkov v povrchových vodách (EVO),Výskumný ústav vodného hospodárstva,,892000,Otvorená,Služby,12,SK0,true,false,true,925339.5,true,20,740271.6000000001
Upratovacie služby,"Jadrová a vyraďovacia spoločnosť, a.s.",,1204481.17,Otvorená,Služby,14,SK0,true,false,false,962455.17,false,,962455.17
Zvýšenie konkurencieschopnosti spoločnosti zavedením elektroerozívneho CNC obrábacieho zariadenia,Štefánia Hostinová - HOSTIN,,160730,Otvorená,Tovary,Kúpa,SK021,false,true,true,192200,true,20,153760
"Nákup a naskladnenie potravinárskej pšenice, rok úrody 2014","Poľnonákup TATRY, a.s.",,4254023.68,Otvorená,Tovary,Kúpa,SK041,true,true,false,,false,,
"Nákup a naskladnenie potravinárskej pšenice, rok úrody 2014","Poľnonákup TATRY, a.s.",,4254023.68,Otvorená,Tovary,Kúpa,SK041,true,true,false,1900000,true,0,1900000
Tlmočnícke a prekladateľské služby,Ministerstvo životného prostredia Slovenskej republiky,,250000,Otvorená,Služby,27,SK0,true,false,true,250000,false,,250000
Zlatná na Ostrove - kanalizácia a ČOV,"KOMVaK - Vodárne a kanalizácie mesta Komárno, a.s.",,10125269,Otvorená,Práce,Uskutočnenie prác,SK,false,false,true,11124600.84,true,20,8899680.672
Dodanie databáz účelovej digitálnej farebnej ortofotomapy SR vrátane poskytnutia licencie (súhlasu) na použitie (EVO),Štátna ochrana prírody Slovenskej republiky,,569561,Otvorená,Služby,7,SK032,false,false,true,569144,false,,569144
Cateringové služby pre delegácie na vysokej úrovni počas predsedníctva SR v Rade EÚ 2016,Ministerstvo zahraničných vecí a európskych záležitostí Slovenskej republiky,,799000,Užšia súťaž,Služby,17,SK010,true,false,false,799000,false,,799000
"Dodávka inovatívnej technológie pre spoločnosť Far-WOOD, s.r.o.","Far - WOOD, s.r.o.",,297853.33,Otvorená,Tovary,Kúpa,SK042,false,true,true,286000,false,,286000
"Dodávka zemného plynu pre organizačné zložky LESOV Slovenskej republiky, štátny podnik Banská Bystrica","LESY Slovenskej republiky, štátny podnik",,1700000,Otvorená,Tovary,Kúpa,SK0,false,true,false,144112.05,false,,144112.05
"Dodávka zemného plynu pre organizačné zložky LESOV Slovenskej republiky, štátny podnik Banská Bystrica","LESY Slovenskej republiky, štátny podnik",,1700000,Otvorená,Tovary,Kúpa,SK0,false,true,false,77660.57,false,,77660.57
"Dodávka zemného plynu pre organizačné zložky LESOV Slovenskej republiky, štátny podnik Banská Bystrica","LESY Slovenskej republiky, štátny podnik",,1700000,Otvorená,Tovary,Kúpa,SK0,false,true,false,1343802,false,,1343802
"Dodávka zemného plynu pre organizačné zložky LESOV Slovenskej republiky, štátny podnik Banská Bystrica","LESY Slovenskej republiky, štátny podnik",,1700000,Otvorená,Tovary,Kúpa,SK0,false,true,false,149066.23,false,,149066.23
"Dodávka zemného plynu pre organizačné zložky LESOV Slovenskej republiky, štátny podnik Banská Bystrica","LESY Slovenskej republiky, štátny podnik",,1700000,Otvorená,Tovary,Kúpa,SK0,false,true,false,192507.82,false,,192507.82
ZP pre intervenčnú a invazívnu kardiológiu vrátane príslušenstva,Univerzitná nemocnica Martin,,881410.3,Otvorená,Tovary,Kúpa,SK031,false,true,false,530702,false,,530702
Zváracie poloautomaty pulzné a spotrebný materiál,TATRAVAGÓNKA a.s.,,275182,Otvorená,Tovary,Kúpa,SK041,true,true,true,283072.44,false,,283072.44
"Nákup elektrickej energie pre StVPS , a.s. Banská Bystrica a PVPS, a.s. Poprad vrátane zodpovednosti za odchýlku","Stredoslovenská vodárenská prevádzková spoločnosť, a.s.",,16467910.05,Otvorená,Tovary,Kúpa,SK032,false,true,false,5697758.55,false,,5697758.55
SOFTVÉROVÉ RIEŠENIE PRE SIMULÁCIU PROCESU ZVÁRANIA PRE PRIEMYSEL,Slovenská technická univerzita v Bratislave - Rektorát,,54166.67,Otvorená,Tovary,Kúpa,SK010,true,false,true,65000,true,20,52000
Anuloplastický chlopňový ring,"Národný ústav srdcových a cievnych chorôb, a.s.",,398830,Otvorená,Tovary,Kúpa,SK01,true,true,false,189660.91,false,,189660.91
Mrazené potraviny a vajcia pre potreby nemocnice v Leviciach a Topoľčanoch,Nemocnice s poliklinikami n.o.,,129500,Otvorená,Tovary,Kúpa,SK,false,true,false,7122.46,false,,7122.46
Mrazené potraviny a vajcia pre potreby nemocnice v Leviciach a Topoľčanoch,Nemocnice s poliklinikami n.o.,,129500,Otvorená,Tovary,Kúpa,SK,false,true,false,6855.66,false,,6855.66
Mrazené potraviny a vajcia pre potreby nemocnice v Leviciach a Topoľčanoch,Nemocnice s poliklinikami n.o.,,129500,Otvorená,Tovary,Kúpa,SK,false,true,false,116166.77,false,,116166.77
Mrazené potraviny a vajcia pre potreby nemocnice v Leviciach a Topoľčanoch,Nemocnice s poliklinikami n.o.,,129500,Otvorená,Tovary,Kúpa,SK,false,true,false,6931.49,false,,6931.49
Mrazené potraviny a vajcia pre potreby nemocnice v Leviciach a Topoľčanoch,Nemocnice s poliklinikami n.o.,,129500,Otvorená,Tovary,Kúpa,SK,false,true,false,6734.51,false,,6734.51
Špeciálny zdravotnícky materiál pre Kliniku srdcovej chirurgie so zameraním na chlopne,"Východoslovenský ústav srdcových a cievnych chorôb, a.s.",,13733511.84,Otvorená,Tovary,Kúpa,SK042,true,true,false,12131511.84,false,,12131511.84
Špeciálny zdravotnícky materiál pre Kliniku srdcovej chirurgie so zameraním na chlopne,"Východoslovenský ústav srdcových a cievnych chorôb, a.s.",,13733511.84,Otvorená,Tovary,Kúpa,SK042,true,true,false,274160.61,true,10,246744.549
Špeciálny zdravotnícky materiál pre Kliniku srdcovej chirurgie so zameraním na chlopne,"Východoslovenský ústav srdcových a cievnych chorôb, a.s.",,13733511.84,Otvorená,Tovary,Kúpa,SK042,true,true,false,181483.64,true,20,145186.912
Špeciálny zdravotnícky materiál pre Kliniku srdcovej chirurgie so zameraním na chlopne,"Východoslovenský ústav srdcových a cievnych chorôb, a.s.",,13733511.84,Otvorená,Tovary,Kúpa,SK042,true,true,false,171417.58,true,10,154275.822
Pravdepodobné environmentálne záťaže - prieskum na vybraných lokalitách Slovenskej republiky,Ministerstvo životného prostredia Slovenskej republiky,,7739000,Otvorená,Služby,12,SK0,true,false,true,9007848.18,true,20,7206278.544
Lieky ATC skupiny J06BB16,"Všeobecná zdravotná poisťovňa, a.s.",,10778034.85,Otvorená,Tovary,Kúpa,SK0,true,false,false,2686175,false,,2686175
Lieky ATC skupiny J06BB16,"Všeobecná zdravotná poisťovňa, a.s.",,10778034.85,Otvorená,Tovary,Kúpa,SK0,true,true,false,10744700,false,,10744700
Lieky ATC skupiny J06BB16,"Všeobecná zdravotná poisťovňa, a.s.",,10778034.85,Otvorená,Tovary,Kúpa,SK0,true,false,false,2601360,false,,2601360
Stravovanie zamestnancov - dodávka stravovacích poukážok,Detská fakultná nemocnica s poliklinikou Banská Bystrica,,462152.06,Otvorená,Služby,17 - Hotelové a reštauračné služby,SK032,false,true,false,446057.216,false,,446057.216
"Tonery, cartridge a náplne do tlačiarní","Univerzita Pavla Jozefa Šafárika v Košiciach, Rektorát",,250000,Otvorená,Tovary,Kúpa,SK042,true,true,false,250000,false,,250000
"Tonery, cartridge a náplne do tlačiarní","Univerzita Pavla Jozefa Šafárika v Košiciach, Rektorát",,250000,Otvorená,Tovary,Kúpa,SK042,true,false,false,16438.02,false,,16438.02
"Tonery, cartridge a náplne do tlačiarní","Univerzita Pavla Jozefa Šafárika v Košiciach, Rektorát",,250000,Otvorená,Tovary,Kúpa,SK042,true,false,false,4274.77,false,,4274.77
Pečivo a pekárenské výrobky,Univerzitná nemocnica Bratislava,,560000,Otvorená,Tovary,Kúpa,SK010,true,true,false,560000,false,,560000
Rámcová dohoda o poistení TTSK,Trnavský samosprávny kraj,,1300000,Otvorená,Služby,6,SK021,true,false,false,1219363.34,false,,1219363.34
Rámcová dohoda o poistení TTSK,Trnavský samosprávny kraj,,1300000,Otvorená,Služby,6 - Finančné služby a) poisťovacie služby b) bankové a investičné služby,SK021,true,false,false,140809.36,false,,140809.36
"Realizácia vodorovného dopravného značenia (VDZ) na pozemných komunikáciách vo vlastníctve, resp. v správe Národnej diaľničnej spoločnosti, a.s.","Národná diaľničná spoločnosť, a.s.",,15000000,Otvorená,Práce,Uskutočnenie prác,SK0,true,true,false,15000000,false,,15000000
"KE, Modernizácia električkových tratí MET v meste Košice, projektová dokumentácia",Mesto Košice,,1780113,Otvorená,Služby,12,SK042,false,false,true,1680000,false,,1680000
Zhotovenie a dodanie daňových tlačív,Finančné riaditeľstvo Slovenskej republiky,,900000,Otvorená,Služby,15,SK0,true,false,false,118580.78,true,20,94864.62400000001
Zhotovenie a dodanie daňových tlačív,Finančné riaditeľstvo Slovenskej republiky,,900000,Otvorená,Služby,15,SK0,true,false,false,9080.96,true,20,7264.768
Zhotovenie a dodanie daňových tlačív,Finančné riaditeľstvo Slovenskej republiky,,900000,Otvorená,Služby,15,SK0,true,true,false,958000,true,20,766400
Obnova lesa - Lesopestovné činnosti,"Mestské lesy Dobšiná, spol.s r.o.",,1001379.13,Otvorená,Služby,27 - Ostatné služby,SK042,false,false,true,1001379.92,false,,1001379.92
Poskytovanie stravovania pre zamestnancov ZSSK CARGO vo výdajni Rušňového depa Zvolen a Rušňového depa Spišská Nová Ves.,"Železničná spoločnosť Cargo Slovakia, a.s.",,427800,Otvorená,Služby,17,SK032,false,true,false,26240.24,false,,26240.24
Poskytovanie stravovania pre zamestnancov ZSSK CARGO vo výdajni Rušňového depa Zvolen a Rušňového depa Spišská Nová Ves.,"Železničná spoločnosť Cargo Slovakia, a.s.",,427800,Otvorená,Služby,17 - Hotelové a reštauračné služby,SK032,false,true,false,23191.08,false,,23191.08
Poskytovanie stravovania pre zamestnancov ZSSK CARGO vo výdajni Rušňového depa Zvolen a Rušňového depa Spišská Nová Ves.,"Železničná spoločnosť Cargo Slovakia, a.s.",,427800,Otvorená,Služby,17 - Hotelové a reštauračné služby,SK032,false,true,false,25743.66,false,,25743.66
